,venue,team1,team2,toss_winner,toss_decision,first_average,second_average
643,-1,2,3,3,2,0.7354187526395252,0.6776129118206978
644,-1,5,1,5,1,0.7031675589124661,0.7110241796824377
645,-1,4,8,4,1,0.7667156790287005,0.6419868125838402
646,-1,2,7,7,2,0.8190365520496736,0.5737413410297206
647,-1,4,6,4,1,0.8168511562956436,0.5768484969716658
648,-1,3,1,3,1,0.7284545355602372,0.6850941465387945
649,-1,8,5,8,1,0.8352171846545074,0.549920225539849
650,-1,2,6,6,2,0.7994811188440848,0.6006912190233934
651,-1,3,5,3,1,0.7114051829128025,0.7027820897865867
652,-1,7,1,7,1,0.7876027557336591,0.6161833324269215
653,-1,8,6,8,1,0.7026736398436252,0.7115123019800229
654,-1,2,4,2,1,0.7027820897865867,0.7114051829128025
655,-1,7,3,7,1,0.8652236940769823,0.5013860381061488
656,-1,1,8,1,1,0.7503589948350772,0.6610305430689966
657,-1,2,6,2,1,0.736021557075696,0.6769580987918439
658,-1,7,5,7,1,0.7030077142592762,0.7111822225646166
659,-1,3,4,3,1,0.7023771277714427,0.7118050086811265
660,-1,1,2,1,1,0.7031893818579951,0.7110025972119728
661,-1,6,7,6,1,0.7031454914691535,0.7110460026092563
662,-1,1,6,1,1,0.7015172645143206,0.7126524591891511
663,-1,2,5,2,1,0.7028343490605733,0.7113535532916105
664,-1,3,7,3,1,0.6988373666306947,0.7152805987867111
665,-1,6,8,8,2,0.7025596109834729,0.7116248962864855
666,-1,1,4,4,2,0.7009849862549792,0.7131760294941962
667,-1,3,2,2,2,0.8202187498558209,0.5720499998994443
668,-1,5,8,8,2,0.7412591649036951,0.6712189288498026
669,-1,4,6,4,1,0.7035083429943925,0.7106869995555597
670,-1,7,1,7,1,0.702280281445106,0.7119005592731212
671,-1,3,5,5,2,0.7024085519692114,0.7117739993288008
672,-1,8,2,2,2,0.8574929257125442,0.5144957554275266
673,-1,7,4,4,2,0.7028343490605733,0.7113535532916105
674,-1,3,1,1,2,0.7030313388330883,0.7111588687617946
675,-1,5,6,6,2,0.7033154053030363,0.7108779365428538
676,-1,7,8,8,2,0.7012872659320248,0.7128787909887525
677,-1,2,4,4,2,0.700765396045594,0.713391799577947
678,-1,5,1,1,2,0.7025301812897969,0.7116539498779761
679,-1,3,6,6,2,0.8240419241993676,0.5665288228870652
680,-1,7,2,2,2,0.7025003681833333,0.7116833795321351
681,-1,4,8,8,2,0.7024085519692114,0.7117739993288008
682,-1,4,2,2,2,0.8129128626387246,0.582385334427743
683,-1,7,8,8,2,0.7017703527782003,0.7124032369112033
684,-1,2,8,2,1,0.73941156831311,0.6732536911482527
685,-1,2,4,2,1,0.7026173493413279,0.7115678888233831
686,1,4,7,7,2,0.702701259061168,0.7114850247994325
687,4,1,2,2,2,0.7033754245742967,0.710818550760268
688,1,3,8,8,2,0.7261556465628767,0.6875303462137875
689,4,5,6,6,2,0.7135055415609575,0.7006495858571564
690,1,4,3,3,2,0.7305787218514564,0.6828284785931913
691,1,7,8,8,2,0.7213873210309515,0.6925318281897135
692,4,2,6,6,2,0.7023452803945737,0.7118364328323381
693,4,5,1,1,2,0.7005294672638185,0.7136234759977216
694,1,4,8,4,1,0.73816790964326,0.6746170300050985
695,1,7,3,7,1,0.7753035739477679,0.6315887651184257
696,4,5,2,2,2,0.7035083429943925,0.7106869995555597
697,4,1,6,6,2,0.7954317200324987,0.6060432152628561
698,1,4,2,4,1,0.7020015154756069,0.7121754504824996
699,1,5,8,5,1,0.7012872659320248,0.7128787909887525
700,4,1,3,3,2,0.7364621222599286,0.6764787819853643
701,4,6,7,7,2,0.7031454914691535,0.7110460026092563
702,1,4,5,5,2,0.7017703527782003,0.7124032369112033
703,4,3,6,6,2,0.7018496983061259,0.7123250669375606
704,4,1,7,1,1,0.8420323756982734,0.5394269906817064
705,-1,5,3,3,2,0.7014274816167628,0.7127408280944525
706,-1,7,2,2,2,0.7091653030953518,0.705042249007588
707,2,8,1,8,1,0.7030077142592762,0.7111822225646166
708,2,6,4,4,2,0.7030077142592762,0.7111822225646166
709,-1,3,2,2,2,0.7025596109834729,0.7116248962864855
710,-1,5,7,7,2,0.7766416414176205,0.6299426647054033
711,2,1,4,4,2,0.7038853879481767,0.7103135650070642
712,2,6,8,8,2,0.7995656372804539,0.6005787139753636
713,-1,5,2,2,2,0.7028853604521851,0.7113031492001155
714,-1,1,4,1,1,0.7534678834549204,0.6574847135880516
715,-1,7,3,7,1,0.6995447848162134,0.7145887586832287
716,-1,6,5,5,2,0.7109185941250106,0.7032743081666771
717,-1,8,2,8,1,0.701888492813689,0.7122868408553733
718,-1,4,3,3,2,0.7025886646132301,0.7115962115954511
719,-1,7,1,1,2,0.7026173493413279,0.7115678888233831
720,-1,2,6,6,2,0.785790300238889,0.6184930105106095
721,-1,5,8,8,2,0.7212729187517748,0.6926509775314662
722,-1,3,1,3,1,0.7030077142592762,0.7111822225646166
723,-1,7,4,4,2,0.8289644412686111,0.559301309771593
724,-1,6,8,6,1,0.7028343490605733,0.7113535532916105
725,-1,2,3,3,2,0.7016042529953588,0.7125668194484112
726,-1,5,4,4,2,0.7019267189718641,0.7122491707214503
727,-1,6,7,7,2,0.7024085519692114,0.7117739993288008
728,-1,8,1,1,2,0.701888492813689,0.7122868408553733
729,-1,3,5,5,2,0.7028600079314319,0.7113282007980757
730,-1,1,6,6,2,0.703395010941708,0.7107991689516207
731,-1,4,2,2,2,0.7016885755159995,0.7124837843700919
732,-1,7,5,7,1,0.7200778916462509,0.6938932410409328
733,-1,8,3,8,1,0.7010375280810152,0.7131243820134464
734,-1,1,2,2,2,0.7019643891790419,0.7122120444955242
735,-1,6,4,4,2,0.6993795241800348,0.7147505027334421
736,-1,8,7,7,2,0.7171351333107924,0.6969341436400659
737,-1,1,5,5,2,0.701888492813689,0.7122868408553733
738,-1,3,6,6,2,0.894427190999916,0.447213595499958
739,-1,4,8,4,1,0.7724968492897575,0.6350185964500549
740,-1,2,7,7,2,0.7028343490605733,0.7113535532916105
741,-1,2,1,1,2,0.7030313388330883,0.7111588687617946
742,-1,7,3,7,1,0.7020381095567656,0.7121393773201723
743,-1,2,3,3,2,0.7019267189718641,0.7122491707214503
744,-1,1,3,3,2,0.7581463553628602,0.6520844300012166
745,4,1,3,3,2,0.7017703527782003,0.7124032369112033
746,4,4,2,2,2,0.7031454914691535,0.7110460026092563
747,4,7,5,5,2,0.7036825952557098,0.7105144651125613
748,4,9,0,0,2,0.7026736398436252,0.7115123019800229
749,-1,6,8,8,2,0.8150363972194543,0.5794097610564841
750,4,3,7,7,2,0.7016467397821332,0.7125249838097633
751,4,1,9,9,2,0.7037635425467845,0.710434287025901
752,4,5,3,3,2,0.7020015154756069,0.7121754504824996
753,4,6,4,4,2,0.7501762979938007,0.6612378709120614
754,-1,0,2,2,2,0.7364428177115255,0.6764997976652386
755,4,5,1,1,2,0.8185939983769541,0.5743725844965368
756,4,9,8,8,2,0.7324864928454988,0.6807815639387578
757,4,6,7,7,2,0.7029596338114635,0.711229747150422
758,-1,4,3,3,2,0.7027554777966536,0.7114314713496986
759,4,2,9,9,2,0.7024085519692114,0.7117739993288008
760,4,5,0,0,2,0.703395010941708,0.7107991689516207
761,4,1,8,8,2,0.7025596109834729,0.7116248962864855
762,-1,4,7,7,2,0.7024701641224861,0.711713192597782
763,4,2,3,3,2,0.782280144548,0.6229267817697037
764,4,6,9,9,2,0.713524899992937,0.7006298716798116
765,4,0,8,8,2,0.7027820897865867,0.7114051829128025
766,4,1,7,7,2,0.7455108098881442,0.6664935351073732
767,-1,5,4,4,2,0.7287373094925769,0.6847933511312154
768,4,0,6,6,2,0.777713855236472,0.6286184529372519
769,4,3,8,8,2,0.7031006064676614,0.711090386086612
770,4,9,4,4,2,0.7396053187813132,0.673040840090995
771,4,7,2,2,2,0.7374762903141097,0.6753730237613426
772,4,5,8,8,2,0.7024701641224861,0.711713192597782
773,-1,1,0,0,2,0.7029596338114635,0.711229747150422
774,4,6,3,3,2,0.718549005391423,0.6954763309063773
775,4,7,9,9,2,0.7428880842796881,0.6694156363838948
776,4,5,2,2,2,0.7010375280810152,0.7131243820134464
777,4,4,1,1,2,0.7025886646132301,0.7115962115954511
778,4,6,2,2,2,0.731273328456239,0.6820845395466266
779,4,0,3,0,1,0.7253453893362642,0.6883851147204036
780,4,7,8,8,2,0.6969341436400659,0.7171351333107924
781,4,9,4,4,2,0.7858340379082184,0.6184374381171186
782,4,5,1,1,2,0.7280862858097518,0.6854854924910961
783,-1,6,7,7,2,0.7808688094430304,0.6246950475544243
784,4,8,0,0,2,0.7035083429943925,0.7106869995555597
785,4,3,2,2,2,0.7023130012327302,0.7118682801610667
786,-1,9,5,5,2,0.7543945610702115,0.6564212414507036
787,4,7,0,7,1,0.7029838142009827,0.7112058471156141
788,4,6,4,4,2,0.7026736398436252,0.7115123019800229
789,4,9,2,9,1,0.7180113415885901,0.696031402560368
790,-1,1,8,8,2,0.7300977500653106,0.6833427217360051
791,4,6,3,3,2,0.7025003681833333,0.7116833795321351
792,4,0,5,0,1,0.7022134834058589,0.7119664484531625
793,-1,7,1,1,2,0.7339942915171168,0.6791556375531943
794,4,2,8,8,2,0.7436495898348181,0.6685695831688029
795,4,4,0,0,2,0.7171067732402406,0.6969633245537171
796,4,5,6,5,1,0.703395010941708,0.7107991689516207
797,-1,9,3,3,2,0.8664299649667975,0.4992986238791714
798,4,7,8,7,1,0.8373515671800128,0.5466647537030136
799,4,1,2,2,2,0.8707955392082225,0.4916453283567955
800,4,3,4,4,2,0.8243316009238711,0.5661072440079596
801,-1,0,9,0,1,0.8678745741294845,0.496783376915498
802,4,6,2,2,2,0.7027285362744408,0.7114580833089058
803,4,1,4,4,2,0.6999285823596569,0.7142128391425071
804,4,5,7,7,2,0.8027438479544527,0.5963240013375934
805,-1,3,8,3,1,0.8205292001481682,0.5716046113391734
806,4,1,0,1,1,0.7018496983061259,0.7123250669375606
807,4,6,9,6,1,0.7559677081916183,0.6546089093279377
808,4,2,5,5,2,0.7456068356056813,0.6663861093225777
809,4,8,4,4,2,0.7125950706325067,0.7015755592309731
810,4,9,3,9,1,0.7104659012117707,0.7037316272666354
811,4,0,7,0,1,0.7029351681296114,0.7112539275157607
812,4,1,6,1,1,0.7024395613665727,0.711743396616461
813,4,2,4,4,2,0.702701259061168,0.7114850247994325
814,4,8,5,8,1,0.7026456721493012,0.7115399211638492
815,3,6,0,0,2,0.7033754245742967,0.710818550760268
816,3,7,9,9,2,0.7312890560920151,0.682067677316591
817,-1,7,6,6,2,0.7026456721493012,0.7115399211638492
818,-1,6,0,6,1,0.70172977504731,0.7124432067274217
819,-1,1,0,0,2,0.7031675589124661,0.7110241796824377
820,5,5,3,3,2,0.7233555441435721,0.6904757466825006
821,9,9,2,2,2,0.8029702278854536,0.5960191382242542
822,8,6,8,8,2,0.8395701571521512,0.5432512781572743
823,7,4,7,7,2,0.7030077142592762,0.7111822225646166
824,1,1,9,9,2,0.7268282019952524,0.6868193101423028
825,2,2,0,0,2,0.7027820897865867,0.7114051829128025
826,6,5,6,6,2,0.71609052011829,0.6980074261759089
827,3,3,7,7,2,0.85564601457789,0.5175614917446749
828,9,8,9,8,1,0.7013347674595832,0.7128320587294125
829,6,6,2,2,2,0.8134585631685802,0.5816228726655348
830,4,4,1,1,2,0.7026456721493012,0.7115399211638492
831,-1,0,3,0,1,0.7036659331372899,0.7105309666313122
832,8,5,8,8,2,0.7022134834058589,0.7119664484531625
833,7,7,9,9,2,0.7037948599121373,0.7104032623526269
834,2,2,4,4,2,0.7030313388330883,0.7111588687617946
835,1,6,1,1,2,0.7131587154478725,0.701002600980011
836,5,5,0,0,2,0.7025301812897969,0.7116539498779761
837,3,8,3,3,2,0.7434555543140039,0.668785345802117
838,7,7,2,2,2,0.754976910693908,0.6557513738598516
839,9,9,5,5,2,0.702701259061168,0.7114850247994325
840,4,3,4,4,2,0.7033154053030363,0.7108779365428538
841,-1,0,6,6,2,0.7031454914691535,0.7110460026092563
842,7,1,7,7,2,0.7196745447749453,0.6943115652234054
843,8,4,8,8,2,0.7331992775129647,0.6800138376933713
844,6,9,6,6,2,0.7302714135188955,0.683157128775741
845,5,7,5,5,2,0.7571147703140485,0.6532818875281219
846,2,3,2,2,2,0.7016042529953588,0.7125668194484112
847,1,8,1,1,2,0.701888492813689,0.7122868408553733
848,9,0,9,0,1,0.7255319950689578,0.6881884364992321
849,4,5,4,4,2,0.7287968103777994,0.6847300264944907
850,7,7,6,6,2,0.7202500599611941,0.6937145314363079
851,3,1,3,3,2,0.7837763775630902,0.6210431466283808
852,8,2,8,2,1,0.7243754953368648,0.6894056438378438
853,-1,0,4,4,2,0.805542273661853,0.5925383070685746
854,7,3,7,7,2,0.7449504468440725,0.6671198031439456
855,6,6,1,6,1,0.7648134893732748,0.6442517570582758
856,5,9,5,5,2,0.7873761837584489,0.6164728260434368
857,3,3,0,0,2,0.7031893818579951,0.7110025972119728
858,2,8,2,8,1,0.7233555441435722,0.6904757466825007
859,1,1,5,1,1,0.7035976309449103,0.7105986023970985
860,4,6,4,6,1,0.7037948599121373,0.7104032623526269
861,9,7,9,7,1,0.7588346728323698,0.6512833018797505
862,-1,2,0,2,1,0.7207273352369301,0.69321865831949
863,5,5,4,4,2,0.7038255960088933,0.7103728108554875
864,8,3,8,3,1,0.7174580508079541,0.6966017121216764
865,6,6,0,6,1,0.7011898782285618,0.7129745820643361
866,1,4,1,1,2,0.7020741827848284,0.7121038139674688
867,2,7,2,7,1,0.7032323103308193,0.7109601379168723
868,-1,0,9,9,2,0.7983161958327257,0.602238533698372
869,6,6,8,6,1,0.7038255960088933,0.7103728108554875
870,3,5,3,5,1,0.7031893818579951,0.7110025972119728
871,4,7,4,4,2,0.7035801295960805,0.7106159308920413
872,1,1,2,1,1,0.765974253829985,0.642871248750166
873,3,3,6,6,2,0.7024085519692114,0.7117739993288008
874,4,4,0,0,2,0.7519382558319229,0.659233539359494
875,8,8,9,8,1,0.7032534236766906,0.7109392534436489
876,2,5,2,2,2,0.7749839284623993,0.63198094166279
877,6,7,6,7,1,0.9442001814457764,0.3293721563182941
878,1,1,3,1,1,0.7022471119478896,0.7119332790092399
879,-1,0,8,8,2,0.7732276700250479,0.6341285124544043
880,9,9,4,4,2,0.7171067732402406,0.6969633245537171
881,5,2,5,5,2,0.7323057872139859,0.6809759423158094
882,8,8,7,7,2,0.7033356251151295,0.7108579312660934
883,5,5,6,6,2,0.7033556304069442,0.7108381371134009
884,2,1,2,1,1,0.8360479108370626,0.5486564414868224
885,3,9,3,3,2,0.7091070712212526,0.7051008165815845
886,4,8,4,4,2,0.7035976309449103,0.7105986023970985
887,7,7,0,0,2,0.7035445979201052,0.7106511090102072
888,1,1,0,0,2,0.7383930833539608,0.6743705616758717
889,1,4,9,4,1,0.8734809891138122,0.4868582562273708
890,-1,0,4,4,2,0.8057476713810432,0.5922589721262369
891,-1,0,1,1,2,0.7029838142009827,0.7112058471156141
892,1,7,1,7,1,0.703054692658077,0.7111357810794342
893,5,2,5,5,2,0.7030777803619778,0.7111129549946862
894,3,3,8,8,2,0.7139054096239053,0.7002421481956966
895,6,6,9,6,1,0.7444378902308479,0.667691715980245
896,-1,0,4,4,2,0.7197682880873449,0.6942143843682677
897,7,5,7,7,2,0.7031231753960862,0.7110680700333301
898,1,1,0,0,2,0.8209052017854871,0.5710644881985997
899,8,8,4,4,2,0.7475576617762888,0.6641969153192206
900,6,6,2,2,2,0.7302714135188956,0.683157128775741
901,7,7,3,3,2,0.7032534236766906,0.7109392534436489
902,9,9,5,9,1,0.7451438636777852,0.6669037579916177
903,-1,8,0,8,1,0.7027820897865867,0.7114051829128025
904,8,2,1,2,1,0.744835335723058,0.6672483215852395
905,4,4,6,6,2,0.7015172645143206,0.7126524591891511
906,7,9,7,7,2,0.7633862853691146,0.6459422414661738
907,8,3,2,3,1,0.8530500281943804,0.5218291381262327
908,-1,0,5,5,2,0.7035801295960805,0.7106159308920413
909,8,1,8,8,2,0.7028600079314319,0.7113282007980757
910,6,7,6,6,2,0.7032743081666771,0.7109185941250106
911,4,4,2,2,2,0.7519817120271425,0.6591839688408143
912,9,9,0,9,1,0.7813333960300602,0.6241138712191334
913,1,3,1,1,2,0.7020015154756069,0.7121754504824996
914,5,8,5,5,2,0.7109812512455174,0.7032109643466593
915,6,6,0,0,2,0.7035265622366209,0.7106689638836932
916,4,7,4,4,2,0.7035265622366209,0.7106689638836932
917,9,9,2,9,1,0.7029104120765632,0.7112783931727128
918,5,5,6,6,2,0.7023452803945737,0.7118364328323381
919,3,9,3,3,2,0.7027554777966536,0.7114314713496986
920,4,1,4,4,2,0.7420451195298905,0.6703499388989832
921,7,8,7,7,2,0.7384299822989507,0.6743301574466112
922,3,3,6,6,2,0.7039571317525781,0.7102424632860833
923,-1,0,2,2,2,0.6992941554637311,0.7148340255851473
924,5,4,5,5,2,0.7237811006373601,0.6900296503485713
925,9,1,9,9,2,0.7031231753960862,0.7110680700333301
926,2,8,2,2,2,0.8003595683957336,0.5995202759518604
927,3,3,7,7,2,0.7086939957861055,0.7055159958050019
928,5,5,0,5,1,0.702179386223622,0.7120000769400363
929,6,4,6,4,1,0.7031893818579951,0.7110025972119728
930,1,1,9,9,2,0.7037635425467845,0.710434287025901
931,2,2,0,0,2,0.7134198543107152,0.7007368346785247
932,8,7,8,7,1,0.769134175231695,0.6390873340089447
933,3,3,5,5,2,0.7044130702941792,0.7097902693040584
934,2,2,4,4,2,0.7209404483639,0.6929970201327411
935,9,9,6,6,2,0.7035265622366209,0.7106689638836932
936,-1,0,7,7,2,0.7035976309449103,0.7105986023970985
937,1,1,8,8,2,0.8446397812286404,0.5353350726097017
938,3,2,3,2,1,0.7025301812897969,0.7116539498779761
939,9,4,9,9,2,0.7022471119478896,0.7119332790092399
940,1,1,5,5,2,0.7027820897865867,0.7114051829128025
941,8,8,6,8,1,0.7088592062600387,0.7053500022686524
942,4,3,4,4,2,0.7586262455704895,0.651526069725244
943,7,0,7,7,2,0.7023452803945737,0.7118364328323381
944,5,1,5,5,2,0.7682212795973759,0.6401843996644799
945,9,3,9,9,2,0.8632477522880354,0.5047804653209699
946,4,8,4,4,2,0.703054692658077,0.7111357810794342
947,2,2,6,6,2,0.7396384873099373,0.673004389354087
948,8,9,8,9,1,0.7028600079314319,0.7113282007980757
949,5,7,5,5,2,0.7992067002940834,0.6010562787335668
950,-1,0,1,1,2,0.762263492295369,0.6472668447508091
951,3,3,4,4,2,0.7484538111607046,0.663186921281637
952,1,6,1,6,1,0.7021448105364912,0.7120341740651742
953,7,7,2,2,2,0.8,0.6
954,2,2,9,9,2,0.7399400733959437,0.6726727939963124
955,6,6,5,6,1,0.7022471119478896,0.7119332790092399
956,4,9,4,4,2,0.7372964715614567,0.6755693251051487
957,7,7,1,1,2,0.7519382558319229,0.659233539359494
958,8,5,8,5,1,0.7038255960088933,0.7103728108554875
959,-1,8,3,8,1,0.702701259061168,0.7114850247994325
960,-1,7,6,6,2,0.7030313388330883,0.7111588687617946
961,1,8,6,6,2,0.7826010541756486,0.6225235658215387
962,1,8,3,8,1,0.7009315268217042,0.7132285711519096
